StudentID,Grade,Course,Period,Teacher,Mark1,Mark2,Mark3,FinalMark,Term,Year
219504321,9,SQS21T,6,ROGERSON,,,NL,NL,1,2018
219538261,9,EES81,6,AHN-PARK,87,86,88,88,1,2018
219538261,9,EES82,6,AHN-PARK,87,86,88,88,1,2018
219538261,9,MES41,3,Amarante,94,91,88,88,1,2018
219538261,9,MES42,3,Amarante,94,91,88,88,1,2018
219538261,9,PHS21,9,Owens-Edington,69,80,77,77,1,2018
219538261,9,PPS81,8,Petrocelli,100,98,94,96,1,2018
219538261,9,SLS21,1,Kebalo,91,88,89,90,1,2018
219538261,9,SQS21T,1,ROGERSON,79,90,80,80,1,2018
219542461,10,AUS21,1,Barratt,81,85,85,85,1,2018
219542461,10,EES85,3,Edmonds,83,81,77,77,1,2018
219542461,10,HGS41,6,Landi,85,85,86,86,1,2018
219542461,10,HGS42,6,Landi,85,85,86,86,1,2018
219542461,10,MGS21,1,Huerta,81,88,88,88,1,2018
219542461,10,PPS83,2,Petrocelli,81,88,90,91,1,2018
219542461,10,RVS21T,3,Miller,90,88,84,84,1,2018
219542461,10,SES21,8,DiGiovanna,90,88,85,85,1,2018
219543287,9,EES81,6,AHN-PARK,76,74,74,74,1,2018
219543287,9,EES82,6,AHN-PARK,76,74,74,74,1,2018
219543287,9,MES41,3,Amarante,81,80,78,78,1,2018
219543287,9,MES42,3,Amarante,81,80,78,78,1,2018
219543287,9,PHS21,2,Owens-Edington,88,87,82,82,1,2018
219543287,9,PPS81,1,Petrocelli,93,100,76,80,1,2018
219543287,9,SLS21,8,Kebalo,78,78,76,76,1,2018
219543287,9,SQS21T,1,ROGERSON,82,83,82,82,1,2018
219594132,9,EES81,3,Flood,98,98,97,97,1,2018
219594132,9,EES82,3,Flood,98,98,97,97,1,2018
219594132,9,MGS21,8,Huerta,100,99,98,98,1,2018
219594132,9,PHS21,2,Owens-Edington,93,97,98,98,1,2018
219594132,9,PPS81,1,Petrocelli,93,100,100,100,1,2018
219594132,9,SDS21,6,SOARES,97,99,100,100,1,2018
219594132,9,SES21,1,DiGiovanna,98,98,99,99,1,2018
219594132,9,SQS21T,6,ROGERSON,95,97,96,96,1,2018
219606209,9,ANS21,1,Anastas,95,96,100,100,1,2018
219606209,9,EES81,3,Flood,98,97,97,97,1,2018
219606209,9,EES82,3,Flood,98,97,97,97,1,2018
219606209,9,MGS21,8,Huerta,95,98,99,99,1,2018
219606209,9,PHS21,6,Owens-Edington,96,97,98,98,1,2018
219606209,9,PPS81,5,Petrocelli,100,100,100,100,1,2018
219606209,9,SES21,1,DiGiovanna,99,98,98,98,1,2018
219606209,9,SQS21T,6,ROGERSON,99,100,99,99,1,2018
219626835,10,AUS21,5,Barratt,69,74,73,73,1,2018
219626835,10,EES85,5,Edmonds,88,89,92,92,1,2018
219626835,10,HGS41,1,Ferrari,90,85,86,86,1,2018
219626835,10,HGS42,1,Ferrari,90,85,86,86,1,2018
219626835,10,MRS21,3,Chen,75,76,77,77,1,2018
219626835,10,PPS83,6,Petrocelli,98,98,81,88,1,2018
219626835,10,RVS21T,3,Miller,83,81,92,92,1,2018
219626835,10,SCS21,8,Garcia,87,89,92,92,1,2018
219627031,9,EES81,6,AHN-PARK,79,77,75,75,1,2018
219627031,9,EES82,6,AHN-PARK,79,77,75,75,1,2018
219627031,9,MES41,3,Cramm,82,75,72,72,1,2018
219627031,9,MES42,3,Cramm,82,75,72,72,1,2018
219627031,9,PHS21,2,Owens-Edington,75,81,68,68,1,2018
219627031,9,PPS81,1,Petrocelli,89,100,99,99,1,2018
219627031,9,SLS21,8,Kebalo,75,78,78,78,1,2018
219627031,9,SQS21T,1,ROGERSON,85,91,82,82,1,2018
219642162,9,EES81,3,Flood,NS,,,,1,2018
219642162,9,EES82,3,Flood,NS,,,,1,2018
219642162,9,MES41,1,Amarante,NS,,,,1,2018
219642162,9,MES42,1,Amarante,NS,,,,1,2018
219642162,9,PHS21,5,Owens-Edington,NS,,,,1,2018
219642162,9,PPS81,5,Petrocelli,NS,,,,1,2018
219642162,9,SLS21,8,Kebalo,NS,,,,1,2018
219642162,9,SQS21T,6,ROGERSON,NS,,,,1,2018
219688637,9,EES81,3,AHN-PARK,90,91,92,92,1,2018
219688637,9,EES82,3,AHN-PARK,90,91,92,92,1,2018
219688637,9,MES41,1,Amarante,100,100,100,100,1,2018
219688637,9,MES42,1,Amarante,100,100,100,100,1,2018
219688637,9,PHS21,6,Owens-Edington,99,98,98,98,1,2018
219688637,9,PPS81,5,Petrocelli,96,100,98,98,1,2018
219688637,9,SLS21,5,Kebalo,94,95,96,96,1,2018
219688637,9,SQS21T,8,ROGERSON,91,92,95,95,1,2018
219695384,9,EES81,3,AHN-PARK,83,72,,,1,2018
219695384,9,EES82,3,AHN-PARK,83,72,,,1,2018
219695384,9,MES41,1,Amarante,86,85,,,1,2018
219695384,9,MES42,1,Amarante,86,85,,,1,2018
219695384,9,PHS21,9,Owens-Edington,55,78,,,1,2018
219695384,9,PPS81,8,Petrocelli,71,86,,,1,2018
219695384,9,SES21,6,DiGiovanna,79,74,,,1,2018
219695384,9,SQS21T,6,ROGERSON,93,92,,,1,2018
219697349,9,EES81,1,Flood,67,68,69,69,1,2018
219697349,9,EES82,1,Flood,67,68,69,69,1,2018
219697349,9,MES41,3,Amarante,81,74,71,71,1,2018
219697349,9,MES42,3,Amarante,81,74,71,71,1,2018
219697349,9,PHS21,6,Owens-Edington,84,80,73,73,1,2018
219697349,9,PPS81,5,Petrocelli,95,88,85,85,1,2018
219697349,9,SLS21,5,Kebalo,72,65,65,65,1,2018
219697349,9,SQS21T,8,ROGERSON,65,66,65,65,1,2018
219699303,9,EES81,3,AHN-PARK,78,79,76,76,1,2018
219699303,9,EES82,3,AHN-PARK,78,79,76,76,1,2018
219699303,9,MES41,1,Amarante,80,81,83,83,1,2018
219699303,9,MES42,1,Amarante,80,81,83,83,1,2018
219699303,9,PHS21,9,Owens-Edington,89,73,66,66,1,2018
219699303,9,PPS81,8,Petrocelli,84,100,87,90,1,2018
219699303,9,SLS21,5,Kebalo,78,81,82,82,1,2018
219699303,9,SQS21T,6,ROGERSON,71,77,73,73,1,2018
219702420,9,EES81,6,AHN-PARK,77,75,74,74,1,2018
219702420,9,EES82,6,AHN-PARK,77,75,74,74,1,2018
219702420,9,MES41,3,Cramm,67,68,67,67,1,2018
219702420,9,MES42,3,Cramm,67,68,67,67,1,2018
219702420,9,PHS21,2,Owens-Edington,79,69,69,69,1,2018
219702420,9,PPS81,1,Petrocelli,93,100,89,91,1,2018
219702420,9,SLS21,1,Kebalo,68,71,70,70,1,2018
219702420,9,SQS21T,8,ROGERSON,70,72,70,70,1,2018
219703188,9,ANS21,1,Anastas,86,87,88,88,1,2018
219703188,9,EES81,3,Flood,84,86,86,86,1,2018
219703188,9,EES82,3,Flood,84,86,86,86,1,2018
219703188,9,MGS21,6,Huerta,91,94,97,97,1,2018
219703188,9,PHS21,9,Owens-Edington,97,100,93,93,1,2018
219703188,9,PPS81,8,Petrocelli,98,98,76,84,1,2018
219703188,9,SES21,1,DiGiovanna,100,100,96,96,1,2018
219703188,9,SQS21T,6,ROGERSON,85,90,94,94,1,2018
219709870,9,EES81,1,Flood,78,78,80,80,1,2018
219709870,9,EES82,1,Flood,78,78,80,80,1,2018
219709870,9,MES41,3,Amarante,95,96,95,95,1,2018
219709870,9,MES42,3,Amarante,95,96,95,95,1,2018
219709870,9,PHS21,5,Owens-Edington,92,93,76,76,1,2018
219709870,9,PPS81,5,Petrocelli,89,100,95,95,1,2018
219709870,9,SLS21,8,Kebalo,85,82,82,82,1,2018
219709870,9,SQS21T,6,ROGERSON,87,88,88,88,1,2018
219709904,9,EES81,3,AHN-PARK,78,77,78,78,1,2018
219709904,9,EES82,3,AHN-PARK,78,77,78,78,1,2018
219709904,9,MES41,6,Cramm,93,87,86,86,1,2018
219709904,9,MES42,8,Cramm,93,87,86,86,1,2018
219709904,9,PHS21,5,Owens-Edington,91,98,77,77,1,2018
219709904,9,PPS81,5,Petrocelli,90,100,96,96,1,2018
219709904,9,SLS21,1,Kebalo,89,90,89,90,1,2018
219709904,9,SQS21T,1,ROGERSON,85,89,89,89,1,2018
219709912,9,EES81,3,AHN-PARK,79,79,81,81,1,2018
219709912,9,EES82,3,AHN-PARK,79,79,81,81,1,2018
219709912,9,MES41,6,Cramm,95,91,89,89,1,2018
219709912,9,MES42,8,Cramm,95,92,89,89,1,2018
219709912,9,PHS21,2,Owens-Edington,83,76,77,77,1,2018
219709912,9,PPS81,1,Petrocelli,76,94,83,90,1,2018
219709912,9,SLS21,1,Kebalo,86,88,88,88,1,2018
219709912,9,SQS21T,6,ROGERSON,78,76,87,87,1,2018
219720067,9,EES81,3,AHN-PARK,84,88,89,89,1,2018
219720067,9,EES82,3,AHN-PARK,84,88,89,89,1,2018
219720067,9,MGS21,1,Huerta,94,93,91,91,1,2018
219720067,9,PHS21,6,Owens-Edington,86,75,82,82,1,2018
219720067,9,PPS81,5,Petrocelli,86,100,100,100,1,2018
219720067,9,SDS21,6,SOARES,100,100,99,99,1,2018
219720067,9,SLS21,1,Kebalo,92,93,92,92,1,2018
219720067,9,SQS21T,8,ROGERSON,83,86,91,91,1,2018
219726478,9,ANS21,1,Anastas,87,89,83,84,1,2018
219726478,9,EES81,3,AHN-PARK,55,72,76,76,1,2018
219726478,9,EES82,3,AHN-PARK,55,72,76,76,1,2018
219726478,9,MGS21,6,Huerta,67,79,74,75,1,2018
219726478,9,PHS21,9,Owens-Edington,66,60,55,55,1,2018
219726478,9,PPS81,8,Petrocelli,94,86,81,88,1,2018
219726478,9,SLS21,1,Kebalo,83,84,88,88,1,2018
219726478,9,SQS21T,6,ROGERSON,73,85,80,80,1,2018
219726635,9,EES81,6,AHN-PARK,77,78,77,77,1,2018
219726635,9,EES82,6,AHN-PARK,77,78,77,77,1,2018
219726635,9,MES41,3,Cramm,92,86,80,80,1,2018
219726635,9,MES42,3,Cramm,92,86,80,80,1,2018
219726635,9,PHS21,2,Owens-Edington,65,66,71,71,1,2018
219726635,9,PPS81,1,Petrocelli,88,86,74,81,1,2018
219726635,9,SLS21,8,Kebalo,77,75,70,70,1,2018
219726635,9,SQS21T,1,ROGERSON,63,80,71,71,1,2018
219729720,9,EES81,1,Flood,69,72,73,73,1,2018
219729720,9,EES82,1,Flood,69,72,73,73,1,2018
219729720,9,MES41,3,Amarante,75,71,71,71,1,2018
219729720,9,MES42,3,Amarante,75,71,71,71,1,2018
219729720,9,PHS21,6,Owens-Edington,75,60,69,69,1,2018
219729720,9,PPS81,5,Petrocelli,90,86,89,92,1,2018
219729720,9,SLS21,5,Kebalo,68,60,66,66,1,2018
219729720,9,SQS21T,8,ROGERSON,74,80,79,79,1,2018
219743341,9,EES81,3,Flood,87,87,88,88,1,2018
219743341,9,EES82,3,Flood,87,87,88,88,1,2018
219743341,9,MGS21,1,Huerta,88,91,91,91,1,2018
219743341,9,PHS21,6,Owens-Edington,79,87,91,91,1,2018
219743341,9,PPS81,5,Petrocelli,86,100,85,87,1,2018
219743341,9,SDS21,6,SOARES,87,94,90,90,1,2018
219743341,9,SLS21,1,Kebalo,90,88,89,90,1,2018
219743341,9,SQS21T,8,ROGERSON,80,87,81,81,1,2018
219744133,9,EES81,3,Flood,93,93,92,92,1,2018
219744133,9,EES82,3,Flood,93,93,92,92,1,2018
219744133,9,MES41,6,Cramm,99,98,94,94,1,2018
219744133,9,MES42,8,Cramm,99,98,94,94,1,2018
219744133,9,PHS21,2,Owens-Edington,93,96,92,92,1,2018
219744133,9,PPS81,1,Petrocelli,93,100,100,100,1,2018
219744133,9,SLS21,1,Kebalo,98,96,96,96,1,2018
219744133,9,SQS21T,6,ROGERSON,95,93,84,84,1,2018
219748233,9,EES81,6,AHN-PARK,78,74,73,73,1,2018
219748233,9,EES82,6,AHN-PARK,78,74,73,73,1,2018
219748233,9,MES41,3,Amarante,80,85,83,83,1,2018
219748233,9,MES42,3,Amarante,80,85,83,83,1,2018
219748233,9,PHS21,9,Owens-Edington,85,81,83,83,1,2018
219748233,9,PPS81,8,Petrocelli,81,100,100,100,1,2018
219748233,9,SLS21,1,Kebalo,70,71,70,70,1,2018
219748233,9,SQS21T,1,ROGERSON,76,81,80,80,1,2018
219761707,9,EES81,3,Flood,86,87,88,88,1,2018
219761707,9,EES82,3,Flood,86,87,88,88,1,2018
219761707,9,MES41,6,Cramm,100,100,100,100,1,2018
219761707,9,MES42,8,Cramm,100,100,100,100,1,2018
219761707,9,PHS21,2,Owens-Edington,94,97,95,95,1,2018
219761707,9,PPS81,1,Petrocelli,66,86,55,69,1,2018
219761707,9,SLS21,1,Kebalo,95,95,94,94,1,2018
219761707,9,SQS21T,6,ROGERSON,95,93,96,96,1,2018
219800778,9,EES81,3,Flood,,,,,1,2018
219800778,9,EES82,3,Flood,,,,,1,2018
219800778,9,MES41,1,Amarante,,,,,1,2018
219800778,9,MES42,1,Amarante,,,,,1,2018
219800778,9,PHS21,6,Owens-Edington,,,,,1,2018
219800778,9,PPS81,5,Petrocelli,,,,,1,2018
219800778,9,SLS21,8,Kebalo,,,,,1,2018
219800778,9,SQS21T,6,ROGERSON,,,,,1,2018
219800836,12,HES11,1,Abalyan,95,94,93,93,1,2018
219800836,12,PPS87,3,Joyce,94,94,95,95,1,2018
219800836,12,RQS43T,4,ANTONELLI,100,98,96,96,1,2018
219800836,12,SPS21,6,MOSTE,79,85,87,87,1,2018
219809902,9,ANS21,1,Anastas,55,NS,NS,NS,1,2018
219809902,9,EES85,5,Edmonds,55,55,55,55,1,2018
219809902,9,MES41,3,Cramm,60,55,55,55,1,2018
219809902,9,MES42,3,Cramm,60,55,55,55,1,2018
219809902,9,PHS21,2,Owens-Edington,55,55,55,55,1,2018
219809902,9,PPS81,1,Petrocelli,55,NS,55,55,1,2018
219809902,9,SLS21,8,Kebalo,55,55,55,55,1,2018
219809902,9,SQS21T,6,ROGERSON,55,55,55,55,1,2018
219851656,9,EES81,6,AHN-PARK,70,74,69,69,1,2018
219851656,9,EES82,6,AHN-PARK,70,74,69,69,1,2018
219851656,9,MES41,3,Amarante,78,82,76,76,1,2018
219851656,9,MES42,3,Amarante,78,82,76,76,1,2018
219851656,9,PHS21,9,Owens-Edington,80,82,67,67,1,2018
219851656,9,PPS81,8,Petrocelli,86,86,98,97,1,2018
219851656,9,SLS21,1,Kebalo,71,70,66,66,1,2018
219851656,9,SQS21T,1,ROGERSON,71,81,69,69,1,2018
219895497,9,EES81,6,AHN-PARK,95,93,93,93,1,2018
219895497,9,EES82,6,AHN-PARK,95,93,93,93,1,2018
219895497,9,MES41,3,Amarante,90,88,90,90,1,2018
219895497,9,MES42,3,Amarante,90,88,90,90,1,2018
219895497,9,PHS21,9,Owens-Edington,97,94,94,94,1,2018
219895497,9,PPS81,8,Petrocelli,85,100,94,96,1,2018
219895497,9,SES21,1,DiGiovanna,90,92,93,93,1,2018
219895497,9,SQS21T,1,ROGERSON,98,99,88,88,1,2018
219926557,10,AUS21,8,Barratt,97,97,99,99,1,2018
219926557,10,EES85,5,Edmonds,99,99,98,98,1,2018
219926557,10,HGS41,3,Landi,97,96,95,95,1,2018
219926557,10,HGS42,3,Landi,97,96,95,95,1,2018
219926557,10,MRS21,5,Chen,100,100,100,100,1,2018
219926557,10,PPS83,9,Petrocelli,93,100,100,100,1,2018
219926557,10,RVS21T,1,Miller,91,89,98,98,1,2018
219926557,10,SLS21,1,Kebalo,97,97,98,98,1,2018
219928728,9,EES81,3,AHN-PARK,74,72,73,73,1,2018
219928728,9,EES82,3,AHN-PARK,74,72,73,73,1,2018
219928728,9,MES41,6,Cramm,66,66,68,68,1,2018
219928728,9,MES42,8,Cramm,66,66,68,68,1,2018
219928728,9,PHS21,5,Owens-Edington,95,93,80,80,1,2018
219928728,9,PPS81,5,Petrocelli,84,79,97,97,1,2018
219928728,9,SLS21,1,Kebalo,75,76,78,78,1,2018
219928728,9,SQS21T,1,ROGERSON,79,85,75,75,1,2018
219976503,9,EES81,3,AHN-PARK,88,84,86,86,1,2018
219976503,9,EES82,3,AHN-PARK,88,84,86,86,1,2018
219976503,9,MES41,6,Cramm,96,93,95,95,1,2018
219976503,9,MES42,8,Cramm,96,93,95,95,1,2018
219976503,9,PHS21,5,Owens-Edington,93,82,77,77,1,2018
219976503,9,PPS81,5,Petrocelli,86,84,87,87,1,2018
219976503,9,SLS21,1,Kebalo,81,80,82,82,1,2018
219976503,9,SQS21T,1,ROGERSON,75,85,79,79,1,2018
219977907,9,ANS21,1,Anastas,91,83,79,79,1,2018
219977907,9,EES81,3,Flood,87,85,83,83,1,2018
219977907,9,EES82,3,Flood,87,85,83,83,1,2018
219977907,9,MGS21,6,Huerta,95,95,90,90,1,2018
219977907,9,PHS21,2,Owens-Edington,86,80,70,70,1,2018
219977907,9,PPS81,1,Petrocelli,83,93,98,98,1,2018
219977907,9,SLS21,8,Kebalo,92,90,89,90,1,2018
219977907,9,SQS21T,6,ROGERSON,78,88,85,85,1,2018
219978707,9,EES81,3,AHN-PARK,74,65,65,65,1,2018
219978707,9,EES82,3,AHN-PARK,74,65,65,65,1,2018
219978707,9,MGS21,1,Huerta,66,68,68,68,1,2018
219978707,9,PHS21,6,Owens-Edington,65,60,65,65,1,2018
219978707,9,PPS81,5,Petrocelli,79,67,87,89,1,2018
219978707,9,SDS21,6,SOARES,68,90,90,90,1,2018
219978707,9,SLS21,1,Kebalo,78,80,81,81,1,2018
219978707,9,SQS21T,8,ROGERSON,80,73,79,79,1,2018
219979333,10,AUS21,5,Barratt,70,72,67,67,1,2018
219979333,10,EES85,5,Edmonds,75,75,71,71,1,2018
219979333,10,HGS41,1,Ferrari,75,68,68,70,1,2018
219979333,10,HGS42,1,Ferrari,75,68,68,70,1,2018
219979333,10,MGS21,3,Huerta,75,75,67,67,1,2018
219979333,10,PPS83,6,Petrocelli,79,80,86,87,1,2018
219979333,10,RVS21T,3,Miller,78,83,87,87,1,2018
219979333,10,SES21,8,DiGiovanna,87,83,79,79,1,2018
219996923,9,ANS21,3,Anastas,91,94,96,96,1,2018
219996923,9,EES81,1,Flood,93,92,92,92,1,2018
219996923,9,EES82,1,Flood,93,92,92,92,1,2018
219996923,9,MGS21,3,Huerta,93,93,89,89,1,2018
219996923,9,PHS21,6,Owens-Edington,87,92,93,93,1,2018
219996923,9,PPS81,5,Petrocelli,89,100,93,95,1,2018
219996923,9,SES21,6,DiGiovanna,98,98,96,96,1,2018
219996923,9,SQS21T,8,ROGERSON,90,93,84,84,1,2018
220002992,9,EES81,6,AHN-PARK,92,92,93,93,1,2018
220002992,9,EES82,6,AHN-PARK,92,92,93,93,1,2018
220002992,9,MES41,3,Amarante,91,95,97,97,1,2018
220002992,9,MES42,3,Amarante,91,95,97,97,1,2018
220002992,9,PHS21,9,Owens-Edington,81,93,83,83,1,2018
220002992,9,PPS81,8,Petrocelli,94,100,100,100,1,2018
220002992,9,SLS21,1,Kebalo,93,92,91,91,1,2018
220002992,9,SQS21T,1,ROGERSON,92,97,98,98,1,2018
220079206,11,EES87X,1,Radcliffe,80,82,83,84,1,2018
220079206,11,FSS61QA,5,Quintanilla,97,92,92,92,1,2018
220079206,11,HUS21,1,Villa,90,94,94,94,1,2018
220079206,11,MRS21,3,Chen,87,90,91,92,1,2018
220079206,11,PHS11,3,Owens-Edington,77,85,92,92,1,2018
220079206,11,PPS85,9,Joyce,98,97,97,97,1,2018
220079206,11,RQS41T,8,ANTONELLI,98,96,91,91,1,2018
220082291,9,EES81,6,AHN-PARK,88,87,85,85,1,2018
220082291,9,EES82,6,AHN-PARK,88,87,85,85,1,2018
220082291,9,MES41,3,Cramm,93,87,88,88,1,2018
220082291,9,MES42,3,Cramm,93,87,88,88,1,2018
220082291,9,PHS21,2,Owens-Edington,65,60,76,76,1,2018
220082291,9,PPS81,1,Petrocelli,90,86,78,82,1,2018
220082291,9,SES21,1,DiGiovanna,75,79,79,79,1,2018
220082291,9,SQS21T,8,ROGERSON,88,83,80,80,1,2018
220083885,9,EES81,3,AHN-PARK,66,75,75,75,1,2018
220083885,9,EES82,3,AHN-PARK,66,75,75,75,1,2018
220083885,9,MES41,6,Cramm,68,60,55,55,1,2018
220083885,9,MES42,8,Cramm,68,60,55,55,1,2018
220083885,9,PHS21,2,Owens-Edington,62,65,75,75,1,2018
220083885,9,PPS81,1,Petrocelli,86,98,88,89,1,2018
220083885,9,SLS21,5,Kebalo,74,74,75,75,1,2018
220083885,9,SQS21T,1,ROGERSON,75,86,75,75,1,2018
220105902,9,EES81,1,Flood,69,68,70,71,1,2018
220105902,9,EES82,1,Flood,69,68,70,71,1,2018
220105902,9,MES41,3,Amarante,75,73,71,71,1,2018
220105902,9,MES42,3,Amarante,75,73,71,71,1,2018
220105902,9,PHS21,9,Owens-Edington,65,60,55,55,1,2018
220105902,9,PPS81,8,Petrocelli,85,95,80,84,1,2018
220105902,9,SLS21,5,Kebalo,55,60,55,55,1,2018
220105902,9,SQS21T,6,ROGERSON,65,79,81,81,1,2018
220115299,11,EES87X,1,Radcliffe,83,80,90,90,1,2018
220115299,11,HUS21,1,Villa,77,81,80,77,1,2018
220115299,11,MPS21,6,KARAVITIS,80,77,78,78,1,2018
220115299,11,PHS11,3,Owens-Edington,94,89,89,89,1,2018
220115299,11,PPS85,9,Joyce,97,96,91,91,1,2018
220115299,11,RQS41T,8,ANTONELLI,81,90,88,88,1,2018
220115299,11,SPS21,3,MOSTE,68,79,77,77,1,2018
220138630,12,ALS11,1,Anastas,87,91,86,86,1,2018
220138630,12,HES11,1,Abalyan,79,81,78,78,1,2018
220138630,12,MPS21,3,KARAVITIS,77,68,70,70,1,2018
220138630,12,PPS87,8,Joyce,89,90,75,85,1,2018
220138630,12,RQS43T,9,ANTONELLI,86,97,95,95,1,2018
220138630,12,SDS21,5,SOARES,84,92,96,96,1,2018
220138630,12,SPS21,6,MOSTE,76,74,74,74,1,2018
220154744,9,EES81,6,AHN-PARK,82,83,80,80,1,2018
220154744,9,EES82,6,AHN-PARK,82,83,80,80,1,2018
220154744,9,MES41,3,Amarante,85,81,81,81,1,2018
220154744,9,MES42,3,Amarante,85,81,81,81,1,2018
220154744,9,PHS21,2,Owens-Edington,76,66,65,55,1,2018
220154744,9,PPS81,1,Petrocelli,96,95,100,100,1,2018
220154744,9,SLS21,8,Kebalo,75,70,73,73,1,2018
220154744,9,SQS21T,1,ROGERSON,68,78,70,70,1,2018
220177869,9,EES81,6,AHN-PARK,87,85,85,85,1,2018
220177869,9,EES82,6,AHN-PARK,87,85,85,85,1,2018
220177869,9,MES41,3,Cramm,74,72,71,71,1,2018
220177869,9,MES42,3,Cramm,74,72,71,71,1,2018
220177869,9,PHS21,9,Owens-Edington,91,83,71,71,1,2018
220177869,9,PPS81,8,Petrocelli,90,98,98,98,1,2018
220177869,9,SLS21,1,Kebalo,67,71,75,75,1,2018
220177869,9,SQS21T,1,ROGERSON,76,87,76,76,1,2018
220178024,9,EES81,6,AHN-PARK,81,84,84,84,1,2018
220178024,9,EES82,6,AHN-PARK,81,84,84,84,1,2018
220178024,9,MES41,3,Cramm,84,80,81,81,1,2018
220178024,9,MES42,3,Cramm,84,80,81,81,1,2018
220178024,9,PHS21,2,Owens-Edington,93,90,87,87,1,2018
220178024,9,PPS81,1,Petrocelli,93,100,100,100,1,2018
220178024,9,SLS21,1,Kebalo,86,85,85,85,1,2018
220178024,9,SQS21T,8,ROGERSON,83,88,82,82,1,2018
220193049,9,EES81,3,Flood,,,65,65,1,2018
220193049,9,EES82,3,Flood,,,65,65,1,2018
220193049,9,MES41,1,Amarante,,,96,96,1,2018
220193049,9,MES42,1,Amarante,,,96,96,1,2018
220193049,9,PHS21,6,Owens-Edington,,,72,72,1,2018
220193049,9,PPS81,5,Petrocelli,,,70,70,1,2018
220193049,9,SLS21,8,Kebalo,,,77,77,1,2018
220193049,9,SQS21T,6,ROGERSON,,,81,81,1,2018
220195267,9,EES81,3,Flood,79,77,77,77,1,2018
220195267,9,EES82,3,Flood,79,77,77,77,1,2018
220195267,9,MES41,6,Cramm,71,65,66,67,1,2018
220195267,9,MES42,8,Cramm,71,65,66,67,1,2018
220195267,9,PHS21,5,Owens-Edington,65,65,75,75,1,2018
220195267,9,PPS81,5,Petrocelli,83,87,91,91,1,2018
220195267,9,SLS21,1,Kebalo,74,72,73,73,1,2018
220195267,9,SQS21T,1,ROGERSON,77,85,72,72,1,2018
220216873,9,EES81,3,Flood,88,90,89,89,1,2018
220216873,9,EES82,3,Flood,88,90,89,89,1,2018
220216873,9,MGS21,1,Huerta,77,82,79,80,1,2018
220216873,9,PHS21,9,Owens-Edington,98,91,95,95,1,2018
220216873,9,PPS81,8,Petrocelli,93,100,83,90,1,2018
220216873,9,SDS21,6,SOARES,97,74,100,100,1,2018
220216873,9,SES21,1,DiGiovanna,87,85,87,87,1,2018
220216873,9,SQS21T,6,ROGERSON,81,90,89,89,1,2018
220230825,9,EES81,6,AHN-PARK,72,65,65,65,1,2018
220230825,9,EES82,6,AHN-PARK,72,65,65,65,1,2018
220230825,9,MES41,3,Cramm,65,60,55,55,1,2018
220230825,9,MES42,3,Cramm,65,55,55,55,1,2018
220230825,9,PHS21,9,Owens-Edington,78,70,55,55,1,2018
220230825,9,PPS81,8,Petrocelli,96,86,85,88,1,2018
220230825,9,SLS21,1,Kebalo,73,71,69,70,1,2018
220230825,9,SQS21T,1,ROGERSON,69,73,65,65,1,2018
220261614,12,FSS63X,1,Quintanilla,84,82,79,79,1,2018
220261614,12,FSS64X,3,Quintanilla,84,82,79,79,1,2018
220261614,12,HES11,5,Abalyan,88,84,82,82,1,2018
220261614,12,PPS87,8,Joyce,84,83,76,80,1,2018
220261614,12,RQS43T,9,ANTONELLI,70,70,82,82,1,2018
220271563,9,EES81,6,AHN-PARK,75,75,76,76,1,2018
220271563,9,EES82,6,AHN-PARK,75,75,76,76,1,2018
220271563,9,MES41,3,Cramm,77,68,68,68,1,2018
220271563,9,MES42,3,Cramm,77,68,68,68,1,2018
220271563,9,PHS21,2,Owens-Edington,87,89,86,86,1,2018
220271563,9,PPS81,1,Petrocelli,93,95,84,87,1,2018
220271563,9,SLS21,8,Kebalo,80,78,77,77,1,2018
220271563,9,SQS21T,1,ROGERSON,75,86,85,85,1,2018
220272256,9,EES81,1,Flood,75,75,76,76,1,2018
220272256,9,EES82,1,Flood,75,75,76,76,1,2018
220272256,9,MES41,3,Amarante,88,93,90,90,1,2018
220272256,9,MES42,3,Amarante,88,93,90,90,1,2018
220272256,9,PHS21,9,Owens-Edington,94,88,79,79,1,2018
220272256,9,PPS81,8,Petrocelli,93,100,94,96,1,2018
220272256,9,SLS21,5,Kebalo,87,86,84,83,1,2018
220272256,9,SQS21T,6,ROGERSON,75,84,82,82,1,2018
220281463,ST,EES81,3,Flood,79,80,82,82,1,2018
220281463,ST,EES82,3,Flood,79,80,82,82,1,2018
220281463,ST,MES41,1,Amarante,76,76,84,84,1,2018
220281463,ST,MES42,1,Amarante,76,76,84,84,1,2018
220281463,ST,PHS21,5,Owens-Edington,89,94,88,88,1,2018
220281463,ST,PPS81,5,Petrocelli,80,95,69,69,1,2018
220281463,ST,SES21,8,DiGiovanna,78,75,78,78,1,2018
220281463,ST,SQS21T,6,ROGERSON,72,79,75,75,1,2018
220309694,9,EES81,6,AHN-PARK,70,72,74,74,1,2018
220309694,9,EES82,6,AHN-PARK,70,72,74,74,1,2018
220309694,9,MES41,3,Amarante,86,88,83,83,1,2018
220309694,9,MES42,3,Amarante,86,88,83,83,1,2018
220309694,9,PHS21,9,Owens-Edington,55,67,65,65,1,2018
220309694,9,PPS81,8,Petrocelli,80,86,76,79,1,2018
